Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry ,Instrument
500182,Hero MotoCorp Limited,HEROMOTOCO,HERO MOTOCORP LTD.,Active,A,2,INE158A01026,2/3 Wheelers,Equity
500240,"Kinetic Engineering Ltd.,",KINETICENG,KINETIC ENGINEERING LTD.,Active,XT,10,INE266B01017,2/3 Wheelers,Equity
500267,"Majestic Auto Ltd.,",MAJESAUT,MAJESTIC AUTO LTD.-$,Active,XT,10,INE201B01022,2/3 Wheelers,Equity
505141,"Scooters India Ltd.,",SCOOTER,SCOOTERS INDIA LTD.,Active,T,10,INE959E01011,2/3 Wheelers,Equity
505200,Eicher Motors Ltd.,EICHERMOT,EICHER MOTORS LTD.,Active,A,1,INE066A01021,2/3 Wheelers,Equity
531035,Justride Enterprises Limited,JRELTD,Justride Enterprises Ltd,Active,P,10,INE432F01024,2/3 Wheelers,Equity
531795,Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Active,B,5,INE951D01028,2/3 Wheelers,Equity
532343,TVS Motor Company Ltd.,TVSMOTOR,TVS MOTOR COMPANY LTD.,Active,A,1,INE494B01023,2/3 Wheelers,Equity
532977,Bajaj Auto Limited,BAJAJ-AUTO,BAJAJ AUTO LTD.,Active,A,10,INE917I01010,2/3 Wheelers,Equity
538970,WARDWIZARD INNOVATIONS AND MOBILITY LIMITED,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,Active,B,1,INE945P01024,2/3 Wheelers,Equity
509077,Pressman Advertising Limited,PRESSMN,Pressman Advertising Limited,Active,B,2,INE980A01023,Advertising & Media,Equity
526441,Vision Cinemas Limited,VISIONCINE,VISION CINEMAS LTD.,Active,XT,1,INE515B01025,Advertising & Media,Equity
531259,Esha Media Research Limited,ESHAMEDIA,Esha Media Research Limited,Active,XT,10,INE328F01016,Advertising & Media,Equity
531637,PRAVEG COMMUNICATIONS (INDIA) LIMITED,PRAVEG,Praveg Communications (India) Ltd,Active,X,10,INE722B01019,Advertising & Media,Equity
532798,Network 18 Media & Investments Limited,NETWORK18,NETWORK18 MEDIA & INVESTMENTS LTD.,Active,A,5,INE870H01013,Advertising & Media,Equity
539310,THINKINK PICTUREZ LIMITED,THINKINK,Thinkink Picturez Ltd,Active,X,5,INE365S01037,Advertising & Media,Equity
540789,Diligent Media Corporation Limited,DNAMEDIA,Diligent Media Corporation Ltd,Active,B,1,INE016M01021,Advertising & Media,Equity
541799,Sungold Media and Entertainment Limited,SMEL,Sungold Media and Entertainment Ltd,Active,M,10,INE266S01011,Advertising & Media,Equity
543341,SHARPLINE BROADCAST LIMITED,SHARPLINE,Sharpline Broadcast Ltd,Active,XT,10,INE647W01014,Advertising & Media,Equity
522229,Taneja Aerospace & Aviation Ltd.,TANAA,TANEJA AEROSPACE & AVIATION LTD.-$,Active,X,5,INE692C01020,Aerospace,Equity
541154,Hindustan Aeronautics Limited,HAL,Hindustan Aeronautics Ltd,Active,A,10,INE066F01012,Aerospace,Equity
500355,Rallis India Ltd,RALLIS,RALLIS INDIA LTD.,Active,A,1,INE613A01020,Agrochemicals,Equity
503776,"Modipon Ltd.,",MODIPON,MODIPON LTD.,Active,X,10,INE170C01019,Agrochemicals,Equity
506285,Bayer CropScience Limited.,BAYERCROP,BAYER CROPSCIENCE LTD.,Active,A,10,INE462A01022,Agrochemicals,Equity
506618,Punjab Chemicals and Crop Protection Ltd.,PUNJABCHEM,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Active,B,10,INE277B01014,Agrochemicals,Equity
507717,Dhanuka Agritech Ltd.,DHANUKA,DHANUKA AGRITECH LTD.,Active,A,2,INE435G01025,Agrochemicals,Equity
512070,UPL Limited,UPL,UPL Limited,Active,A,2,INE628A01036,Agrochemicals,Equity
523642,PI Industries Limited,PIIND,PI Industries Ltd,Active,A,1,INE603J01030,Agrochemicals,Equity
524288,"Aimco Pesticides Ltd.,",AIMCOPEST,AIMCO PESTICIDES LTD.,Active,X,10,INE008B01013,Agrochemicals,Equity
524534,Bhaskar Agrochemicals Ltd.,BHASKAGR,BHASKAR AGROCHEMICALS LTD.,Active,XT,10,INE972C01018,Agrochemicals,Equity
524709,NACL Industries Limited,NACLIND,NACL Industries Ltd,Active,B,1,INE295D01020,Agrochemicals,Equity
524808,Phyto Chem (India) Ltd.,PHYTO,PHYTO CHEM (INDIA) LTD.,Active,X,10,INE037C01010,Agrochemicals,Equity
526711,Adarsh Plant Project Ltd.,ADARSHPL,ADARSH PLANT PROTECT LTD.,Active,X,10,INE627D01016,Agrochemicals,Equity
530883,Super Crop Safe Ltd.,SUCROSA,SUPER CROP SAFE LTD.,Active,X,2,INE366G01022,Agrochemicals,Equity
531719,Bhagiradha Chemicals and Industries,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Active,X,10,INE414D01019,Agrochemicals,Equity
532067,Kilpest India Ltd.,KILPEST,KILPEST INDIA LTD.,Active,X,10,INE994E01018,Agrochemicals,Equity
532851,Insecticides India Ltd.,INSECTICID,INSECTICIDES (INDIA) LTD.,Active,A,10,INE070I01018,Agrochemicals,Equity
533138,ASTEC LIFESCIENCES LIMITED,ASTEC,ASTEC LIFESCIENCES LIMITED,Active,A,10,INE563J01010,Agrochemicals,Equity
538666,Sharda Cropchem Limited,SHARDACROP,Sharda Cropchem Ltd,Active,A,10,INE221J01015,Agrochemicals,Equity
539148,Shivalik Rasayan Ltd.,SHIVALIK,Shivalik Rasayan Ltd,Active,X,5,INE788J01021,Agrochemicals,Equity
539660,BEST AGROLIFE LIMITED,BESTAGRO,Best Agrolife Ltd,Active,B,10,INE052T01013,Agrochemicals,Equity
542920,SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Sumitomo Chemical India Ltd,Active,A,10,INE258G01013,Agrochemicals,Equity
543207,Natural Biocon (India) Limited,NATURAL,Natural Biocon (India) Ltd,Active,X,10,INE06MM01016,Agrochemicals,Equity
543266,Heranba Industries Limited,HERANBA,Heranba Industries Ltd,Active,B,10,INE694N01015,Agrochemicals,Equity
543311,India Pesticides Limited,IPL,India Pesticides Ltd,Active,B,1,INE0D6701023,Agrochemicals,Equity
543331,Meghmani Organics Limited,MOL,Meghmani Organics Ltd,Active,B,1,INE0CT101020,Agrochemicals,Equity
590021,Bharat Rasayan Limited,BHARATRAS,BHARAT RASAYAN LTD.,Active,B,10,INE838B01013,Agrochemicals,Equity
500285,SpiceJet Limited,SPICEJET,SPICEJET LTD.,Active,A,10,INE285B01017,Airlines,Equity
532617,Jet Airways (India) Ltd,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,Active,Z,10,INE802G01018,Airlines,Equity
532773,Global Vectra Helicorp Ltd.,GLOBALVECT,GLOBAL VECTRA HELICORP LTD.,Active,B,10,INE792H01019,Airlines,Equity
539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A,10,INE646L01027,Airlines,Equity
539956,TAAL Enterprises Limited,TAALENT,TAAL Enterprises Ltd,Active,X,10,INE524T01011,Airlines,Equity
532754,GMR Infrastructure Limited,GMRINFRA,GMR INFRASTRUCTURE LTD.,Active,A,1,INE776C01039,Airport Services,Equity
500083,"Century Extrusions Ltd.,",CENTEXT,CENTURY EXTRUSIONS LTD.,Active,B,1,INE281A01026,Aluminium,Equity
500295,Vedanta Limited,VEDL,Vedanta Limited,Active,A,1,INE205A01025,Aluminium,Equity
500440,Hindalco Industries Ltd.,HINDALCO,HINDALCO INDUSTRIES LTD.,Active,A,1,INE038A01020,Aluminium,Equity
506003,Sudal Industries Limited,SUDAI,SUDAL INDUSTRIES LTD.,Active,X,10,INE618D01015,Aluminium,Equity
513307,"Synthiko Foils Ltd.,",SYNTHFO,SYNTHIKO FOILS LTD.,Active,XT,5,INE363L01029,Aluminium,Equity
513309,Golkonda Aluminium Extrusions Ltd,GOLKONDA,Golkonda Aluminium Extrusions Ltd-$,Active,Z,10,INE327C01031,Aluminium,Equity
526747,P.G.Foils Ltd.,PGFOILQ,PG FOILS LTD.,Active,XT,10,INE078D01012,Aluminium,Equity
531869,Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,Active,X,10,INE433G01012,Aluminium,Equity
531979,HIND ALUMINIUM INDUSTRIES LTD.,HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,Active,X,10,INE227B01019,Aluminium,Equity
532234,"National Aluminium Co. Ltd.,",NATIONALUM,NATIONAL ALUMINIUM CO.LTD.,Active,A,5,INE139A01034,Aluminium,Equity
532906,MAAN ALUMINIUM LIMITED,MAANALU,MAAN ALUMINIUM LTD.,Active,B,10,INE215I01019,Aluminium,Equity
535279,Bothra Metals & Alloys Limited,BMAL,BOTHRA METALS & ALLOYS LTD.,Active,M,10,INE583M01012,Aluminium,Equity
539045,Manaksia Aluminium Company Ltd,MNKALCOLTD,Manaksia Aluminium Company Ltd,Active,B,1,INE859Q01017,Aluminium,Equity
539121,Palco Metals Limited,PALCO,Palco Metals Ltd,Active,X,10,INE239L01013,Aluminium,Equity
539151,Arfin India Limited,ARFIN,Arfin India Ltd,Active,X,10,INE784R01015,Aluminium,Equity
511208,IL & FS Investment Managers Ltd.,IVC,IL&FS INVESTMENT MANAGERS LTD.,Active,B,2,INE050B01023,Asset Management Cos.,Equity
531359,Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,XT,10,INE777G01012,Asset Management Cos.,Equity
540767,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,NAM-INDIA,Nippon Life India Asset Management Ltd,Active,A,10,INE298J01013,Asset Management Cos.,Equity
541729,HDFC Asset Management Company Limited,HDFCAMC,HDFC Asset Management Company Ltd,Active,A,5,INE127D01025,Asset Management Cos.,Equity
543238,UTI Asset Management Company Limited,UTIAMC,UTI Asset Management Company Ltd,Active,B,10,INE094J01016,Asset Management Cos.,Equity
543374,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,B,5,INE404A01024,Asset Management Cos.,Equity
500008,Amara Raja Batteries Ltd,AMARAJABAT,AMARA RAJA BATTERIES LTD.,Active,A,1,INE885A01032,Auto Parts & Equipment,Equity
500039,"Banco Products (India) Ltd.,",BANCOINDIA,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2,INE213C01025,Auto Parts & Equipment,Equity
500086,"Exide Industries Ltd.,",EXIDEIND,EXIDE INDUSTRIES LTD.,Active,A,1,INE302A01020,Auto Parts & Equipment,Equity
500250,L.g.Balkrishnan & Bros. Ltd.,LGBBROSLTD,L.G.BALAKRISHNAN & BROS.LTD.,Active,A,10,INE337A01034,Auto Parts & Equipment,Equity
500403,"Sundram Fasteners Ltd.,",SUNDRMFAST,SUNDRAM FASTENERS LTD.,Active,A,1,INE387A01021,Auto Parts & Equipment,Equity
500464,"Ucal Fuel Systems Ltd.,",UCALFUEL,UCAL FUEL SYSTEMS LTD.,Active,B,10,INE139B01016,Auto Parts & Equipment,Equity
500530,Bosch Ltd,BOSCHLTD,BOSCH LTD.,Active,A,10,INE323A01026,Auto Parts & Equipment,Equity
504646,Bhagwati Autocast Limited,BGWTATO,BHAGWATI AUTOCAST LTD.,Active,X,10,INE106G01014,Auto Parts & Equipment,Equity
504908,Duncan Engineering Limited,DUNCANENG,Duncan Engineering Ltd-$,Active,X,10,INE340F01011,Auto Parts & Equipment,Equity
505010,"Automotive Axles Ltd.,",AUTOAXLES,AUTOMOTIVE AXLES LTD.,Active,A,10,INE449A01011,Auto Parts & Equipment,Equity
505036,"Automobile Corpn. of Goa Ltd.,",ACGL,AUTOMOBILE CORPORATION OF GOA LTD.-$,Active,X,10,INE451C01013,Auto Parts & Equipment,Equity
505075,Setco Automotive Limited,SETCO,SETCO AUTOMOTIVE LTD.,Active,B,2,INE878E01021,Auto Parts & Equipment,Equity
505160,"Talbros Automotive Components Ltd.,",TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LTD.,Active,B,10,INE187D01011,Auto Parts & Equipment,Equity
505163,Z.F. Steering Gear (India) Limited,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,Active,X,10,INE116C01012,Auto Parts & Equipment,Equity
505212,JAINEX AAMCOL LTD.,JAINEX,JAINEX AAMCOL LTD.,Active,XT,10,INE280F01019,Auto Parts & Equipment,Equity
505232,Veljan Denison Limited,VELJAN,Veljan Denison Limited,Active,X,10,INE232E01013,Auto Parts & Equipment,Equity
505681,Bimetal Bearings Ltd,BIMETAL,BIMETAL BEARINGS LTD.-$,Active,X,10,INE469A01019,Auto Parts & Equipment,Equity
505688,"Bharat Gears Ltd.,",BHARATGEAR,BHARAT GEARS LTD.,Active,B,10,INE561C01019,Auto Parts & Equipment,Equity
505711,"Gajra Bevel Gears Ltd.,",GAJRA,GAJRA BEVEL GEARS LTD.-$,Active,XT,10,INE282D01010,Auto Parts & Equipment,Equity
505712,HIM TEKNOFORGE LIMITED,HIMTEK,Him Teknoforge Ltd,Active,X,2,INE705G01021,Auto Parts & Equipment,Equity
505714,Gabriel India Ltd.,GABRIEL,GABRIEL INDIA LTD.-$,Active,A,1,INE524A01029,Auto Parts & Equipment,Equity
505744,Federal-Mogul Goetze (India) Ltd,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,A,10,INE529A01010,Auto Parts & Equipment,Equity
505800,Rane Holdings Ltd.,RANEHOLDIN,RANE HOLDINGS LTD.,Active,A,10,INE384A01010,Auto Parts & Equipment,Equity
505893,HINDUSTAN HARDY LIMITED,HINDHARD,Hindustan Hardy Ltd,Active,X,10,INE724D01011,Auto Parts & Equipment,Equity
505978,"Triton Valves Ltd.,",TRITONV,TRITON VALVES LTD.,Active,X,10,INE440G01017,Auto Parts & Equipment,Equity
506122,Pankaj Piyush Trade & Inv. Ltd,PANKAJPIYUS,Pankaj Piyush Trade & Investment Ltd,Active,XT,10,INE820M01018,Auto Parts & Equipment,Equity
507998,Simmonds-Marshall Ltd,SIMMOND,SIMMONDS MARSHALL LTD.,Active,XT,2,INE657D01021,Auto Parts & Equipment,Equity
508807,IST Limited,ISTLTD,IST LTD.,Active,X,5,INE684B01029,Auto Parts & Equipment,Equity
509635,Hindustan Composites Ltd,HINDCOMPOS,HINDUSTAN COMPOSITES LTD.,Active,B,5,INE310C01029,Auto Parts & Equipment,Equity
513059,"G.S. Auto International Ltd.,",GSAUTO,G.S.AUTO INTERNATIONAL LTD.,Active,X,5,INE736H01024,Auto Parts & Equipment,Equity
513117,"Amforge Industries Ltd.,",AMFORG,AMFORGE INDUSTRIES LTD.,Active,XT,2,INE991A01020,Auto Parts & Equipment,Equity
513252,Jay Ushin Ltd.,JAYUSH,JAY USHIN LTD.,Active,X,10,INE289D01015,Auto Parts & Equipment,Equity
513262,Steel Strips & Wheels Ltd,SSWL,STEEL STRIPS WHEELS LTD.-$,Active,T,10,INE802C01017,Auto Parts & Equipment,Equity
513509,Kalyani Forge Ltd.,KALYANIFRG,KALYANI FORGE LTD.,Active,T,10,INE314G01014,Auto Parts & Equipment,Equity
513532,Pradeep Metals Ltd.,PRADPME,PRADEEP METALS LTD.,Active,X,10,INE770A01010,Auto Parts & Equipment,Equity
513687,Spectra Industries Ltd.,SPECTRA,SPECTRA INDUSTRIES LTD.,Active,XT,10,INE848B01012,Auto Parts & Equipment,Equity
513691,JMT Auto Ltd,JMTAUTOLTD,JMT AUTO LTD.,Active,B,1,INE988E01036,Auto Parts & Equipment,Equity
515030,Asahi India Glass Ltd.,ASAHIINDIA,ASAHI INDIA GLASS LTD.,Active,A,1,INE439A01020,Auto Parts & Equipment,Equity
517168,"Subros Ltd.,",SUBROS,SUBROS LTD.,Active,A,2,INE287B01021,Auto Parts & Equipment,Equity
517206,"Lumax Industries Ltd.,",LUMAXIND,LUMAX INDUSTRIES LTD.,Active,B,10,INE162B01018,Auto Parts & Equipment,Equity
517334,"Motherson Sumi Systems Ltd.,",MOTHERSUMI,MOTHERSON SUMI SYSTEMS LTD.,Active,A,1,INE775A01035,Auto Parts & Equipment,Equity
517380,Igarashi Motors India Ltd.,IGARASHI,IGARASHI MOTORS INDIA LTD.,Active,A,10,INE188B01013,Auto Parts & Equipment,Equity
517522,Rajratan Global Wire Ltd,RAJGLOWIR,RAJRATAN GLOBAL WIRE LTD.,Active,T,10,INE451D01011,Auto Parts & Equipment,Equity
520008,RICO Auto Industries Ltd.,RICOAUTO,RICO AUTO INDUSTRIES LTD.,Active,A,1,INE209B01025,Auto Parts & Equipment,Equity
520021,"Omax Autos Ltd.,",OMAXAUTO,OMAX AUTOS LTD.,Active,B,10,INE090B01011,Auto Parts & Equipment,Equity
520043,"Munjal Showa Ltd.,",MUNJALSHOW,MUNJAL SHOWA LTD.,Active,B,2,INE577A01027,Auto Parts & Equipment,Equity
520051,"Jamna Auto Industries Ltd.,",JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,Active,A,1,INE039C01032,Auto Parts & Equipment,Equity
520056,Sundaram Clayton Ltd.,SUNCLAYLTD,SUNDARAM-CLAYTON LTD.,Active,A,5,INE105A01035,Auto Parts & Equipment,Equity
520057,JTEKT India Limited,JTEKTINDIA,Jtekt India Ltd,Active,A,1,INE643A01035,Auto Parts & Equipment,Equity
520059,Munjal Auto Industries Ltd.,MUNJALAU,MUNJAL AUTO INDUSTRIES LTD.,Active,B,2,INE672B01032,Auto Parts & Equipment,Equity
520066,"Jay Bharat Maruti Ltd.,",JAYBARMARU,JAY BHARAT MARUTI LTD.,Active,B,5,INE571B01028,Auto Parts & Equipment,Equity
520073,RACL Geartech Limited,RACLGEAR,RACL Geartech Ltd,Active,X,10,INE704B01017,Auto Parts & Equipment,Equity
520075,Samkrg Pistons and Rings Ltd.,SAMKRG,SAMKRG PISTONS & RINGS LTD.-$,Active,X,10,INE706B01012,Auto Parts & Equipment,Equity
520119,Automotive Stampings and Assemblies Ltd.,ASAL,AUTOMOTIVE STAMPINGS & ASSEMBLIES LTD.,Active,B,10,INE900C01027,Auto Parts & Equipment,Equity
520141,Sibar Auto Parts Ltd.,SIBARAUT,SIBAR AUTO PARTS LTD.,Active,X,10,INE441C01014,Auto Parts & Equipment,Equity
522073,The Hi-Tech Gears Limited,HITECHGEAR,The Hi-Tech Gears Ltd,Active,B,10,INE127B01011,Auto Parts & Equipment,Equity
522108,"Yuken India Ltd.,",YUKEN,YUKEN INDIA LTD.-$,Active,B,10,INE384C01016,Auto Parts & Equipment,Equity
522195,Frontier Springs Ltd.,FRONTSP,FRONTIER SPRINGS LTD.,Active,X,10,INE572D01014,Auto Parts & Equipment,Equity
522207,Rasandik Engg. Industries India Ltd,RASANDIK,RASANDIK ENGINEERING INDUSTRIES INDIA LTD.-$,Active,X,10,INE682D01011,Auto Parts & Equipment,Equity
523229,Bharat Seats Ltd,BHARATSE,BHARAT SEATS LTD.-$,Active,X,2,INE415D01024,Auto Parts & Equipment,Equity
523638,"IP Rings Ltd.,",IPRINGLTD,IP RINGS LTD.-$,Active,X,10,INE558A01019,Auto Parts & Equipment,Equity
523828,Menon Bearings Ltd,MENONBE,MENON BEARINGS LTD.-$,Active,B,1,INE071D01033,Auto Parts & Equipment,Equity
526349,Parth Industries Limited,PARTIND,Parth Industries Limited,Active,ZP,10,INE218T01010,Auto Parts & Equipment,Equity
530711,Jagan Lamps Ltd.,JAGANLAM,JAGAN LAMPS LTD.,Active,X,10,INE144C01014,Auto Parts & Equipment,Equity
530759,Sterling Tools Ltd.,STERTOOLS,STERLING TOOLS LTD.-$,Active,B,2,INE334A01023,Auto Parts & Equipment,Equity
530919,Remsons Industries Ltd.,REMSONSIND,REMSONS INDUSTRIES LTD.,Active,B,10,INE474C01015,Auto Parts & Equipment,Equity
531147,Alicon Castalloy Limited,ALICON,Alicon Castalloy Limited,Active,B,5,INE062D01024,Auto Parts & Equipment,Equity
531727,Menon Pistons Ltd.,MENNPIS,MENON PISTONS LTD.,Active,X,1,INE650G01029,Auto Parts & Equipment,Equity
531994,Auto Pins (India) Ltd.,AUTOPINS,AUTO PINS (INDIA) LTD.,Active,X,10,INE706C01028,Auto Parts & Equipment,Equity
532240,India Nippon Electricals Ltd,INDNIPPON,INDIA NIPPON ELECTRICALS LTD.,Active,B,5,INE092B01025,Auto Parts & Equipment,Equity
532509,Suprajit Engineering Ltd.,SUPRAJIT,SUPRAJIT ENGINEERING LTD.-$,Active,A,1,INE399C01030,Auto Parts & Equipment,Equity
532539,Minda Industries Ltd.,MINDAIND,MINDA INDUSTRIES LTD.-$,Active,A,2,INE405E01023,Auto Parts & Equipment,Equity
532605,JBM Auto Limited,JBMA,JBM AUTO LTD.,Active,B,5,INE927D01028,Auto Parts & Equipment,Equity
532661,Rane (Madras) Ltd.,RML,RANE (MADRAS) LTD.,Active,B,10,INE050H01012,Auto Parts & Equipment,Equity
532768,FIEM INDUSTRIES LIMITED,FIEMIND,FIEM INDUSTRIES LTD.,Active,B,10,INE737H01014,Auto Parts & Equipment,Equity
532776,SHIVAM AUTOTECH LIMITED,SHIVAMAUTO,SHIVAM AUTOTECH LTD.,Active,B,2,INE637H01024,Auto Parts & Equipment,Equity
532796,Lumax Auto Technologies Ltd.,LUMAXTECH,LUMAX AUTO TECHNOLOGIES LTD.,Active,B,2,INE872H01027,Auto Parts & Equipment,Equity
532797,AUTOLINE INDUSTRIES LTD.,AUTOIND,AUTOLINE INDUSTRIES LTD.,Active,B,10,INE718H01014,Auto Parts & Equipment,Equity
532933,PORWAL AUTO COMPONENTS LIMITED,PORWAL,PORWAL AUTO COMPONENTS LTD.,Active,X,10,INE386I01018,Auto Parts & Equipment,Equity
532934,PPAP Automotive Limited,PPAP,PPAP Automotive Limited,Active,B,10,INE095I01015,Auto Parts & Equipment,Equity
532987,Rane Brake Lining Limited,RBL,RANE BRAKE LINING LTD.,Active,B,10,INE244J01017,Auto Parts & Equipment,Equity
532988,Rane Engine Valve Limited,RANEENGINE,RANE ENGINE VALVE LTD.,Active,B,10,INE222J01013,Auto Parts & Equipment,Equity
533023,WABCO India Ltd,WABCOINDIA,WABCO INDIA LTD.,Active,A,5,INE342J01019,Auto Parts & Equipment,Equity
533477,Enkei wheels (India) Limited,ENKEIWHEL,ENKEI WHEELS (INDIA) LTD.,Active,X,5,INE130L01014,Auto Parts & Equipment,Equity
535602,Sharda Motor Industries Ltd,SHARDA,Sharda Motor Industries Ltd,Active,B,2,INE597I01028,Auto Parts & Equipment,Equity
538962,Minda Corporation Limited,MINDACORP,Minda Corporation Ltd,Active,A,2,INE842C01021,Auto Parts & Equipment,Equity
538987,TALBROS ENGINEERING LIMITED,TALBROSENG,Talbros Engineering Ltd,Active,X,10,INE717E01013,Auto Parts & Equipment,Equity
538992,Sar Auto Products Limited,SAPL,SAR Auto Products Ltd,Active,XT,10,INE002E01010,Auto Parts & Equipment,Equity
539314,Universal Autofoundry Limited,UNIAUTO,Universal Autofoundry Ltd,Active,M,10,INE203T01012,Auto Parts & Equipment,Equity
539353,SAL AUTOMOTIVE LIMITED,SALAUTO,Sal Automotive Ltd,Active,X,10,INE724G01014,Auto Parts & Equipment,Equity
539636,Precision Camshafts Limited,PRECAM,Precision Camshafts Ltd,Active,B,10,INE484I01029,Auto Parts & Equipment,Equity
540124,G N A Axles Limited,GNA,G N A Axles Ltd,Active,B,10,INE934S01014,Auto Parts & Equipment,Equity
540153,Endurance Technologies Limited,ENDURANCE,Endurance Technologies Ltd,Active,A,10,INE913H01037,Auto Parts & Equipment,Equity
540293,Pricol Limited,PRICOLLTD,Pricol Ltd,Active,A,1,INE726V01018,Auto Parts & Equipment,Equity
540762,Tube Investments of India Ltd,TIINDIA,Tube Investments of India Ltd,Active,A,1,INE974X01010,Auto Parts & Equipment,Equity
541163,Sandhar Technologies Limited,SANDHAR,Sandhar Technologies Ltd,Active,B,10,INE278H01035,Auto Parts & Equipment,Equity
541578,Varroc Engineering Limited,VARROC,Varroc Engineering Ltd,Active,A,1,INE665L01035,Auto Parts & Equipment,Equity
542459,Kranti Industries Limited,KRANTI,Kranti Industries Ltd,Active,M,10,INE911T01010,Auto Parts & Equipment,Equity
543214,NDR Auto Components Limited,NDRAUTO,NDR Auto Components Ltd,Active,B,10,INE07OG01012,Auto Parts & Equipment,Equity
543300,Sona BLW Precision Forgings Limited,SONACOMS,Sona BLW Precision Forgings Ltd,Active,B,10,INE073K01018,Auto Parts & Equipment,Equity
543325,Rolex Rings Limited,ROLEXRINGS,Rolex Rings Ltd,Active,B,10,INE645S01016,Auto Parts & Equipment,Equity
543358,Sansera Engineering Limited,SANSERA,Sansera Engineering Ltd,Active,B,2,INE953O01021,Auto Parts & Equipment,Equity
590072,SUNDARAM BRAKE LININGS LTD,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,Active,B,10,INE073D01013,Auto Parts & Equipment,Equity
590073,WHEELS INDIA LTD,WHEELS,WHEELS INDIA LTD.,Active,B,10,INE715A01015,Auto Parts & Equipment,Equity
500168,"Goodyear India Ltd.,",GOODYEAR,GOODYEAR INDIA LTD.,Active,A,10,INE533A01012,Auto Tyres & Rubber Products,Equity
500290,"M.R.F. Ltd.,",MRF,MRF LTD.,Active,A,10,INE883A01011,Auto Tyres & Rubber Products,Equity
500333,"Pix Transmissions Ltd.,",PIXTRANS,PIX TRANSMISSIONS LTD.,Active,X,10,INE751B01018,Auto Tyres & Rubber Products,Equity
500367,Rubfila International Ltd.,RUBFILA,RUBFILA INTERNATIONAL LTD.,Active,X,5,INE642C01025,Auto Tyres & Rubber Products,Equity
500467,"Harrisons Malayalam Ltd.,",HARRMALAYA,HARRISONS MALAYALAM LTD.,Active,B,10,INE544A01019,Auto Tyres & Rubber Products,Equity
500877,Apollo Tyres Ltd,APOLLOTYRE,APOLLO TYRES LTD.,Active,A,1,INE438A01022,Auto Tyres & Rubber Products,Equity
500878,"Ceat Ltd.,",CEATLTD,CEAT LTD.,Active,A,10,INE482A01020,Auto Tyres & Rubber Products,Equity
500890,"Modi Rubber Ltd.,",MODIRUBBER,MODI RUBBER LTD.,Active,T,10,INE832A01018,Auto Tyres & Rubber Products,Equity
502355,"Balkrishna Industries Ltd.,",BALKRISIND,BALKRISHNA INDUSTRIES LTD.-$,Active,A,2,INE787D01026,Auto Tyres & Rubber Products,Equity
508571,Cochin Malabar Estates & Indus. Ltd,COCHMAL,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,Active,X,10,INE788M01017,Auto Tyres & Rubber Products,Equity
509152,GRP Limited,GRPLTD,GRP LTD.,Active,B,10,INE137I01015,Auto Tyres & Rubber Products,Equity
509162,"Indag Rubber Ltd.,",INDAG,INDAG RUBBER LTD.-$,Active,X,2,INE802D01023,Auto Tyres & Rubber Products,Equity
509196,"M.M. Rubber Company Ltd.,",MMRUBBR-B,MM RUBBER COMPANY LTD.,Active,X,2,INE159E01026,Auto Tyres & Rubber Products,Equity
509243,"TVS Srichakra Ltd.,",TVSSRICHAK,TVS SRICHAKRA LTD.-$,Active,A,10,INE421C01016,Auto Tyres & Rubber Products,Equity
523888,V R Woodart Ltd,VRWODAR,V R WOODART LTD.,Active,ZP,10,INE317D01014,Auto Tyres & Rubber Products,Equity
526169,Multibase India Ltd,MULTIBASE,MULTIBASE INDIA LTD.,Active,X,10,INE678F01014,Auto Tyres & Rubber Products,Equity
530007,JK Tyre & Industries Ltd.,JKTYRE,JK TYRE & INDUSTRIES LTD.,Active,A,2,INE573A01042,Auto Tyres & Rubber Products,Equity
530369,Vamshi Rubber Ltd.,VAMSHIRU,VAMSHI RUBBER LTD.,Active,X,10,INE380C01014,Auto Tyres & Rubber Products,Equity
531346,Eastern Treads Ltd.,EASTRED,EASTERN TREADS LTD.,Active,X,10,INE500D01015,Auto Tyres & Rubber Products,Equity
